"458877538,2025-08-13T22:22:14Z,1404/05/23 01:52,behnam mnj,behnammnj,twit,#خودرو افزایش قیمت ایران خودرو فعلاء لغو شد طبق قیمت قبل باید انجام بشه"
"458877532,2025-08-13T22:17:33Z,1404/05/23 01:47,ساحل ارام,qzsexdrcft,twit,#شاخص_بورس اینجوری که پیش میره شاخص رو دو میلیون که بیاد ما یه چیزی هم به شرکت ها بدهکار شیم"
"458864982,2025-08-13T08:35:34Z,1404/05/22 12:05,آینده روشن,ayand403,retwit,#شاخص_بورس همین روزهاست که یک عرب پولدار بیاد با نصف سرمایش کل بازار بورس ایران رو با این همه شرکت بزرگ و کوچک بخره و همه دنیا به ریش مسئولین بی کفا یت این مملکت بخندن به سری آدم بی لیا قت مثل سر بش چسبیدن به پست و مقام شون گم شین برید پدر مر دم رو در آوردین آ شغا لای عو ضی"
"458877487,2025-08-13T22:01:02Z,1404/05/23 01:31,مهسون,majidzadss0910,twit,#شمواد خبری شنیدم از صحت آن آگاهی صد درصد ندارم \nگویا چشم شپنا برای معاملات بلوکی شپلی و شمواد میخواد اقدام کنه این خبر تایید بشه چه خبری میشه"
"458877459,2025-08-13T21:58:00Z,1404/05/23 01:28,تازه وارد,tazehjan,quote,رییس جمهور کجاس؟!! البته این بنده خدا گفت که برنامه ندارم و خب ما هم بهش رای دادیم الآنم نتیجه این نوع انتخابات است. بورس که به فنا رفت هیچ خدا کنه با این کارشناسان زبده ای که دارد و یکبار حال نداشته طرف برجام را بخواند و مکانیسم ماشه و لاشه و تاشه را ندیده کشور را تبدیل به غزه نکنند!! خداوکیلی خدا رحمت کند شهید بهشتی را که وقتی قانون اساسی را نوشت ن.م را از دولت خارج کرد وگرنه یادش به خیر آقای هاشمی رفسنجانی دنبال این بود که قدرت موشکی را هم بدیم بره و می‌گفت دنیای موشک تمام شده و...😁😁😁 خدایی ما با کیا در یک کشتی نشسته ایم! #شاخص_بورس"
"458877444,2025-08-13T21:55:23Z,1404/05/23 01:25,mohsenkhorram,mohsenkhorram,twit,#قجام \nنمودار چندین سال اخیر کارخانه قجام . درصدی اول این کارخونه بزرگترین سرمایه دار بورسه 😂 حتی صف فروشش هم جمع نمیشه 😁"
"458877440,2025-08-13T21:54:57Z,1404/05/23 01:24,داریوش دوم,amnirgt2223,quote,#شاخص_بورس  برادر لاریجانی"
"458877430,2025-08-13T21:52:58Z,1404/05/23 01:22,تازه وارد,tazehjan,quote,موافقم باهات\nهیچ کس این دولت آقای روحانی را حلال نمیکند! متاسفانه مجدد فریب خوردم رای دادم به دولت دومش و نه تنها بورس به فنا رفت آب و برق و کلا امنیت را هم به فنا داد!!! \nخدایا توبه!"
"458877427,2025-08-13T21:51:57Z,1404/05/23 01:21,موذن,zaman22,twit,#دزاگرس \nاینا یه مشت ظالم هستند و سیستم هم مثل کوه پشت سرشونه قرار بود سیستم حق رو از ظالم بگیره بده به محرومان ولی عکس شده"
"458877395,2025-08-13T21:41:01Z,1404/05/23 01:11,نفهم حرف گوش نکن,arta1359,twit,#ولساپا ولغدر وایران هم سهمه اینم سهمه دعای خبر سهامدار"
