"460536372,2025-11-28T22:09:48Z,1404/09/08 01:39,Ali_trader,alitrader65,twit,#شاخص_بورس\n\nدر خرید سهام های زیر احتیاط کنید ❌\n\nسهام با رشد زیاد نسبت به شاخص :\n\nسقاین، ولشرق، درازک، بالاس، تکنو، غنوش، غمهرا، خکرمان، ثنوسا، ساذری\nکپشیر - شکبیر - فولای - وساپا\n\nسهام‌های حباب دار : \n\nناما -سجام -خنور - ثامان - غدانه - شپلی-وسدید -ثالوند - بالبر - وثخوز - والماس - فماک - کیا - زفجر - فالوم - محتشم"
"460536361,2025-11-28T22:06:44Z,1404/09/08 01:36,Ali_trader,alitrader65,twit,#ناما \nسهام ناما به صورت گروهی خریداری شده و بصورت گروهی در این هفته خالی میشه مواظب باشین ، هشدار رو واسه وسدید و شپلی هم دادم تو سقف واسه شما گفتم"
"460536349,2025-11-28T22:04:22Z,1404/09/08 01:34,صبور دور از صف فروش,romeo69,quote,داش مهسون @majidzadss0910 هم میگفت ، توییتای منم که شما منت میزاشتی لایک میزدی دیده بودی هممون تو این قضیه اتفاق نظر داریم و انشاءالله به زودی اتفاق میوفته ♥️"
"460536333,2025-11-28T21:59:33Z,1404/09/08 01:29,صابر,saberghaj,twit,#شاخص_بورس ببین مملکت رو به چه سمتی بردید که امروز در یک جمعی بودم یکی از دوستان گفت 3 تا وام به نام خودم و خانمم و پدرم درخواست داده بودم دو تاشو گرفتم و طلا خریدم الان توی سودم منتظرم تا طلا بیشتر بالا نرفته سومی رو هم بگیرم و بارم رو ببندم ! \nگفتم قسطش خیلی سنگین نیست ؟ طلا زیادی رشد نکرده ؟ گفت به هر بدبختی که باشه پرداخت میکنم آینده بچه هامو بسازم تو این مملکت طلا همیشه طلاست و رشد کرده .\nبه جای اینکه ملت رو به سمت تولید یا خدمات یا هر چیزی که بدرد بقیه مردم بخوره تشویق کنید ، با سکه فروشی و تبلیغ طلا و اینکه بدون هیچ زحمتی پولت در طی چند سال چندین برابر بشه و بستن راههای دیگر کسب درآمد به اندازه سود طلا ، کاری کردید که ملت به هر طریقی فقط به فکر خرید طلا هستند حتی طرف حاضره با قسط حدود 80 درصد دو تا حقوق خودشون ، زندگی رو برای خودش و خانواده اش سخت کنه ولی طلا بخره . وای به عاقبت همچین مملکتی"
"460536314,2025-11-28T21:54:20Z,1404/09/08 01:24,صبور دور از صف فروش,romeo69,quote,فرمووووودی؟ واسه ع  م ت فرمودی\nچه ک...لایی پیدا میشن تو این سهامیاب خداوکیلی \nهر روز یه مدل جدید"
"460536290,2025-11-28T21:50:15Z,1404/09/08 01:20,انرژی مثبت,lok0911,twit,#فصبا \nاقای مدیر عامل لطفا علت تفاوت قیمت گندله بین فصبا و فسبزاور توضیح میدهید \nیکجای کار نشتی دارد \nانگار بعد از بانک آینده نوبت فصبا هست که باید دادستانی و آقای اژه ای ورود کنند \nمدیر عامل باید مثل اسکندری دنبال وثیغه میلیاردی باشد \nنمیتونی مدیریت کنی هرررری"
"460536283,2025-11-28T21:48:43Z,1404/09/08 01:18,ابراهیم منچستری,ebi2009,quote,احتمالا تارگت ۴/۱۰۰ فعال میشه"
"460536277,2025-11-28T21:45:17Z,1404/09/08 01:15,Dany,dany02,twit, قیمت نقره امشب به سقف جدید ۵۶ دلار رسید….مبارک کسانی که تو پورتفوشون ۵۰ درصد از این فلز گران بها موجود دارن اونم بصورت شمش فیزیکی"
"460536266,2025-11-28T21:40:43Z,1404/09/08 01:10,Habib465,habib465,twit,#خودرو به زودی شورای رقابت از صحنه تصمیم گیری در صنعت خودرو حذف خواهد شد و مانند تمام اقلام مصرفی ساخت خودرو ،کالای نهایی در بورس کالا عرضه می‌شود، قطعه سازان با توجه به قیمت‌های فعلی تابلوی بورس حداقل 10 برابر قیمت‌های کنونی قابلیت رشد دارند امکان تعطیل کردن خودروسازی در کشور وجود ندارد چون تبعات تحریم ها برای همه روشن است فقط مجبورند تولید خودرو و ارتقای صنعت را از طریق آزادسازی قیمت‌ها و سیستم عرضه و تقاضا اصلاح کنند، با توجه به بازار بزرگ و نیازمند بازسازی خودروهای مصرفی این اتفاق به زودی خواهد افتاد. سهام خودروساز و قطعه سازی خود را قدر بدانید."
"460536263,2025-11-28T21:40:33Z,1404/09/08 01:10,انرژی مثبت,lok0911,twit,#فصبا \nچرا از جناب مدیر عامل میخواهیم توضیح بدهد چرا امار ها همخوانی ندارد \nحذف میکنی"
