"457324127,2025-05-04T22:23:21Z,1404/02/15 01:53,شیر۶۷,shir67,twit,#دشیری \nیه مقدار زیادی کم نشد؟🤔\nاین سهم عجیب سود سازه ... تا ۲۴ باید راحت تر بره"
"457324112,2025-05-04T22:17:27Z,1404/02/15 01:47,علی &&&&,batambyor1434,quote,#عیار به شعور افراد اهانت نکن ."
"457324107,2025-05-04T22:15:45Z,1404/02/15 01:45,نیکان,hadi08763,twit,#شاخص_بورس *🔺خبر ویژه | ترامپ: من یک ايران موفق، عالی و فوق‌العاده می‌خواهم تنها چیزی که نمی‌توانند داشته باشند، سلاح هسته‌ای است.*\n\n\n🚨 *به خبر ويژه بپیوندید* 👇👇👇"
"457324102,2025-05-04T22:14:38Z,1404/02/15 01:44,hesamebrahimi,hesam49,quote,عالی👌👌"
"457324091,2025-05-04T22:08:11Z,1404/02/15 01:38,علی اکبر ,aliakbar1362,quote,جواد جان این متن تحلیل نبود\n\nفقط کوشه ای از حقوق اجحاف شده بچه‌ها بود که اشاره شد\nکه این چند ساله خون دل خوردن \nو زندگی هایشان از لحاظ کمی یا کیفی از هم پاشید"
"457324061,2025-05-04T22:04:14Z,1404/02/15 01:34,محسن,dar08221,twit,#مهرمام موتورم فروختم الان هیچی ندارم بره بالا ماشین بخرم"
"457324035,2025-05-04T21:55:15Z,1404/02/15 01:25,Reza2034,hr20341774,quote,سلام ،آقای شاهین این مطلب رو گفتم"
"457324027,2025-05-04T21:53:52Z,1404/02/15 01:23,Reza2034,hr20341774,twit,#وگردش"
"457323237,2025-05-04T20:39:24Z,1404/02/15 00:09,MOHMAD ALI,mohamadali1978,retwit,#شاخص_بورس \nنیویورک تایمز : \nویتکاف مسئول ارشد مذاکرات با ایران باقی ماند"
"457323990,2025-05-04T21:44:20Z,1404/02/15 01:14,Sani,saniko,twit,#زماهان مازادمصرف بتونی صادرکنی،مرغداری‌هاروحرکت میده،بسیارعالی"
