"459839195,2025-10-19T21:04:30Z,1404/07/28 00:34,مهرداد,trade12,retwit,#شاخص_بورس چراغ گزارشات فصل تابستان روشن شد.🌺🌺\nبا آمدن سودهای فصل تابستان و گزارشهای 6 ماهه شرکتها ، بازار سرمایه آماده صعود بزرگ خود خواهد شد و خیلی زود عقب ماندگیش را  جبران خواهد کرد. \nگزارشات جذاب 6 ماهه تعدادی از شرکتها همچون ( کالا ،سمازن ، غشهد ، بیمه نوین ، چخزر ..... ) فوق العاده بود ."
"459839577,2025-10-19T22:08:19Z,1404/07/28 01:38,ali mousavi,alimousavi1357,quote,هیچ وقت فکر نمیکرد که از این فروش هاش متضرر بشه . حتی دور و بریاش سال ۱۴۰۰ تذکر دادند که طرف مقابل داره سنگین میخره ، اما جدی نگرفت \nالان هم تموم میشه این ۱۸۰ میلیون اما  اثر کارهاش رو خیلی از زندگی ها مخرب بود"
"459831033,2025-10-19T11:36:12Z,1404/07/27 15:06,سهامدار 1395,sahamdar1395,retwit-pull,#نظرسنجی #شاخص_بورس  دوشنبه 27 مهر شاخص کل چه میشود؟\n\nلطفا در مثبتها دیگران را تشویق به خرید نکنید.با این کار هم دیگران ضرر می کنند هم خودتان زیان می بینید.خرید را بگذارید 10 تا 15 درصد پایین تر.وقتی اصلاح خوب انجام شد."
"459839563,2025-10-19T22:05:15Z,1404/07/28 01:35,ali mousavi,alimousavi1357,twit,#کسرا \nپنج سال هست رفتارهای افای نظ لطمات جبران ناپذیری به حرکت سهم و سرمایه سهامداران این سهم زده ، از زمستان ۹۹ که ابشاری فروختند و بعداز اون هم هر جا روند سهم صعودی بود سنگین میفروخت در مجمع ۱۴۰۱ خودش و دور و بریاش تازه فهمیدن چی شده . \nباز هم این کار رو ادامه داد تا اینکه از حدود یازده درصد کل شرکت سهمش شده دو درصد .\nخیلی از افرادی که سرمایه گزاری کردند اذیت شدند . این دو درصد هم بفروشه بره دنبال بازیش . اون موقع کسرا فشنگی میره بالا"
"459839551,2025-10-19T22:02:55Z,1404/07/28 01:32,نیکان,hadi08763,quote,این سهم نسبت به همگروهای خودش بسیار عقب افتاده من خیلی وقت است که با این سهم هستم در مجمع سود خوب تقسیم می کندو نهایتا طی یک الی دو ماه پرداخت می کند"
"459839545,2025-10-19T21:58:55Z,1404/07/28 01:28,نیکان,hadi08763,twit,#فنر فنر هنوز به عرضه اولیه که دادند نرسیده فقط پشت سهم را خالی نکنید واصلا بفکر نوسانگیری نیفتید که عقب خواهید افتاد"
"459839528,2025-10-19T21:52:42Z,1404/07/28 01:22,kaveh,kaveh83,twit,#اهرم تثبیت بالای ۲۶۰۰ تومن با قدرت میتونه سیگنال عبور شاخص از ۳۲۵۰ رو صادر کنه انشاالله🤚"
"459839522,2025-10-19T21:51:47Z,1404/07/28 01:21,kaveh,kaveh83,quote,بازار میتونه بشکونه؟"
"459838901,2025-10-19T20:29:19Z,1404/07/27 23:59,arastoo,masteraccount,retwit,#شاخص_بورس تحلیلی بر بازار فردا : 🌺🌺\nخبرهایی از آغاز مجدد پروسه ی واگذاری خودروسازها ، خبر اصلاح نرخ خوراک پالایشی ها و انتشار گزارش 6 ماهه شرکتها ،ورود نقدینگی قابل توجه، شکستن رکورد ارزش معاملات ، همه نشاندهنده وجود جو مثبت و اعتماد بالای فعالان بازار در روزهای آینده است ، که میتواند به روند و رشد بازار بیشتر امیدوار شد .\nامروز تعدای از گزارشات گروه سیمانی و غذایی منتشر شد و در روزهای آینده بخش بیشتری از گزارشات 6 ماهه شرکتها منتشر میشود که انتظار میرود سایر گروهها و صنایع بازار گزارش های مطلوبی را ارائه دهند .."
"459839500,2025-10-19T21:48:47Z,1404/07/28 01:18,رضا عباسی,rezaabasi,twit,#کابگن \nسلام امروز دو نفر از سهامداران عمده بیشتر از ۱۷۰ هزار سهم خریدند"
